job_zone,education,isco08,Name_de,Berufshauptgruppe,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52
5,1,7315,"Glasmacher, -schneider, -schleifer und -veredler",7,0.44,0.47,0.47,0.44,0.41,0.44,0.47,0.38,0.31,0.44,0.28,0.28,0.25,0.28,0.25,0.28,0.31,0.31,0.25,0.25,0.06,0.0,0.31,0.0,0.03,0.03,0.0,0.06,0.13,0.25,0.31,0.0,0.31,0.0,0.25,0.47,0.5,0.25,0.47,0.44,0.25,0.6,0.44,0.25,0.47,0.5,0.44,0.41,0.53,0.31,0.5,0.25,0.41,0.44,0.44,0.38,0.25,0.25,0.53,0.25,0.28,0.35,0.47,0.25,0.63,0.47,0.41,0.25,0.5,0.41,0.1,0.28,0.22,0.25,0.25,0.5,0.25,0.03,0.25,0.0,0.0,0.35,0.41,0.19,0.0,0.06,0.19
5,1,7532,Schnittmustermacher und Zuschneider,7,0.44,0.47,0.47,0.44,0.41,0.44,0.47,0.38,0.31,0.44,0.28,0.28,0.25,0.28,0.25,0.28,0.31,0.31,0.25,0.25,0.06,0.0,0.31,0.0,0.03,0.03,0.0,0.06,0.13,0.25,0.31,0.0,0.31,0.0,0.25,0.47,0.5,0.25,0.47,0.44,0.25,0.6,0.44,0.25,0.47,0.5,0.44,0.41,0.53,0.31,0.5,0.25,0.41,0.44,0.44,0.38,0.25,0.25,0.53,0.25,0.28,0.35,0.47,0.25,0.63,0.47,0.41,0.25,0.5,0.41,0.1,0.28,0.22,0.25,0.25,0.5,0.25,0.03,0.25,0.0,0.0,0.35,0.41,0.19,0.0,0.06,0.19
3,3,3351,Fachkräfte im Zolldienst und Grenzschutz,3,0.72,0.75,0.75,0.72,0.75,0.66,0.5,0.53,0.6,0.66,0.66,0.44,0.41,0.6,0.5,0.53,0.44,0.5,0.41,0.35,0.13,0.22,0.35,0.13,0.0,0.0,0.0,0.19,0.19,0.31,0.31,0.13,0.28,0.0,0.19,0.75,0.75,0.44,0.72,0.72,0.41,0.75,0.75,0.47,0.56,0.69,0.72,0.75,0.6,0.66,0.47,0.5,0.38,0.56,0.35,0.6,0.25,0.44,0.38,0.44,0.22,0.31,0.47,0.25,0.44,0.44,0.56,0.28,0.38,0.44,0.25,0.28,0.25,0.31,0.22,0.38,0.44,0.0,0.35,0.22,0.22,0.25,0.38,0.31,0.22,0.22,0.25
3,3,5412,Polizisten (ohne Polizeikommissare),5,0.72,0.75,0.75,0.72,0.75,0.66,0.5,0.53,0.6,0.66,0.66,0.44,0.41,0.6,0.5,0.53,0.44,0.5,0.41,0.35,0.13,0.22,0.35,0.13,0.0,0.0,0.0,0.19,0.19,0.31,0.31,0.13,0.28,0.0,0.19,0.75,0.75,0.44,0.72,0.72,0.41,0.75,0.75,0.47,0.56,0.69,0.72,0.75,0.6,0.66,0.47,0.5,0.38,0.56,0.35,0.6,0.25,0.44,0.38,0.44,0.22,0.31,0.47,0.25,0.44,0.44,0.56,0.28,0.38,0.44,0.25,0.28,0.25,0.31,0.22,0.38,0.44,0.0,0.35,0.22,0.22,0.25,0.38,0.31,0.22,0.22,0.25
1,3,4222,Kundeninformationsfachkräfte in Call Centers,4,0.6,0.72,0.75,0.5,0.56,0.5,0.53,0.53,0.47,0.47,0.5,0.44,0.41,0.47,0.5,0.5,0.35,0.75,0.31,0.31,0.16,0.0,0.19,0.22,0.0,0.0,0.0,0.1,0.1,0.31,0.0,0.13,0.03,0.0,0.0,0.78,0.78,0.38,0.75,0.6,0.44,0.66,0.72,0.44,0.47,0.75,0.56,0.53,0.53,0.66,0.44,0.31,0.28,0.31,0.1,0.44,0.06,0.35,0.25,0.31,0.1,0.1,0.35,0.03,0.25,0.06,0.35,0.06,0.1,0.25,0.0,0.25,0.06,0.35,0.13,0.22,0.06,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3212,Medizintechniker im Bereich Labor und Pathologie,3,0.72,0.66,0.66,0.5,0.72,0.53,0.53,0.6,0.5,0.63,0.69,0.47,0.47,0.56,0.28,0.35,0.44,0.44,0.5,0.47,0.25,0.56,0.47,0.13,0.19,0.16,0.0,0.25,0.25,0.5,0.28,0.1,0.47,0.16,0.25,0.72,0.75,0.31,0.53,0.75,0.47,0.75,0.69,0.5,0.56,0.53,0.72,0.72,0.75,0.69,0.66,0.31,0.47,0.47,0.25,0.63,0.0,0.41,0.5,0.25,0.06,0.13,0.5,0.0,0.44,0.25,0.53,0.0,0.25,0.53,0.0,0.25,0.06,0.5,0.22,0.47,0.25,0.0,0.5,0.0,0.0,0.25,0.25,0.19,0.0,0.0,0.0
1,3,7223,Werkzeugmaschineneinrichter und -bediener,7,0.47,0.5,0.5,0.38,0.5,0.56,0.44,0.41,0.44,0.47,0.41,0.31,0.25,0.41,0.22,0.25,0.25,0.22,0.25,0.25,0.19,0.16,0.63,0.19,0.44,0.25,0.13,0.13,0.19,0.35,0.6,0.03,0.56,0.38,0.5,0.5,0.5,0.25,0.47,0.53,0.31,0.63,0.6,0.28,0.56,0.5,0.53,0.5,0.56,0.38,0.44,0.28,0.5,0.5,0.56,0.44,0.28,0.25,0.69,0.41,0.38,0.44,0.53,0.25,0.6,0.56,0.53,0.41,0.5,0.38,0.19,0.35,0.22,0.31,0.25,0.66,0.5,0.03,0.35,0.19,0.22,0.53,0.6,0.41,0.28,0.25,0.22
4,2,3212,Medizintechniker im Bereich Labor und Pathologie,3,0.72,0.53,0.69,0.5,0.69,0.5,0.5,0.56,0.47,0.53,0.5,0.47,0.44,0.5,0.25,0.31,0.41,0.47,0.28,0.28,0.13,0.47,0.41,0.13,0.25,0.19,0.0,0.25,0.25,0.41,0.38,0.25,0.41,0.25,0.38,0.53,0.75,0.35,0.5,0.75,0.31,0.75,0.69,0.44,0.53,0.5,0.69,0.72,0.56,0.5,0.56,0.41,0.44,0.5,0.25,0.66,0.06,0.38,0.66,0.25,0.16,0.13,0.66,0.0,0.5,0.41,0.47,0.03,0.22,0.6,0.0,0.25,0.06,0.25,0.28,0.5,0.25,0.0,0.38,0.0,0.0,0.25,0.25,0.19,0.0,0.0,0.0
1,3,4132,Datenerfasser,4,0.66,0.47,0.6,0.41,0.47,0.56,0.5,0.47,0.44,0.41,0.5,0.41,0.28,0.44,0.28,0.35,0.41,0.44,0.25,0.25,0.03,0.0,0.25,0.1,0.0,0.13,0.0,0.22,0.22,0.25,0.0,0.19,0.25,0.0,0.0,0.5,0.63,0.35,0.56,0.72,0.25,0.72,0.47,0.28,0.6,0.63,0.47,0.5,0.63,0.53,0.53,0.44,0.35,0.44,0.25,0.44,0.1,0.38,0.25,0.28,0.16,0.22,0.69,0.13,0.25,0.16,0.63,0.13,0.16,0.25,0.0,0.25,0.16,0.28,0.53,0.25,0.22,0.0,0.35,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0
3,3,2653,Tänzer und Choreografen,2,0.44,0.47,0.56,0.47,0.5,0.47,0.47,0.38,0.5,0.41,0.38,0.38,0.38,0.44,0.25,0.38,0.35,0.44,0.25,0.19,0.13,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.63,0.47,0.47,0.44,0.47,0.53,0.5,0.47,0.5,0.5,0.41,0.38,0.47,0.41,0.44,0.38,0.44,0.47,0.78,0.41,0.94,0.31,0.47,0.25,0.81,0.88,0.25,0.75,0.28,0.66,0.38,0.81,0.66,0.28,0.22,0.28,0.41,0.13,0.0,0.1,0.22,0.66,0.13,0.03,0.19,0.28,0.13,0.22,0.0,0.22,0.56
3,8,3251,Zahnmedizinische Assistenten und Dentalhygieniker,3,0.56,0.6,0.72,0.53,0.5,0.53,0.44,0.5,0.47,0.47,0.5,0.53,0.38,0.53,0.38,0.38,0.31,0.53,0.35,0.28,0.19,0.25,0.41,0.19,0.22,0.25,0.0,0.19,0.28,0.28,0.28,0.1,0.38,0.22,0.25,0.75,0.72,0.25,0.53,0.63,0.41,0.78,0.53,0.44,0.5,0.69,0.6,0.5,0.56,0.53,0.5,0.5,0.35,0.47,0.35,0.35,0.25,0.28,0.53,0.31,0.28,0.38,0.53,0.19,0.5,0.44,0.47,0.28,0.28,0.47,0.03,0.25,0.06,0.35,0.25,0.5,0.28,0.1,0.28,0.0,0.0,0.19,0.22,0.22,0.0,0.13,0.19
3,8,5329,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt",5,0.56,0.6,0.72,0.53,0.5,0.53,0.44,0.5,0.47,0.47,0.5,0.53,0.38,0.53,0.38,0.38,0.31,0.53,0.35,0.28,0.19,0.25,0.41,0.19,0.22,0.25,0.0,0.19,0.28,0.28,0.28,0.1,0.38,0.22,0.25,0.75,0.72,0.25,0.53,0.63,0.41,0.78,0.53,0.44,0.5,0.69,0.6,0.5,0.56,0.53,0.5,0.5,0.35,0.47,0.35,0.35,0.25,0.28,0.53,0.31,0.28,0.38,0.53,0.19,0.5,0.44,0.47,0.28,0.28,0.47,0.03,0.25,0.06,0.35,0.25,0.5,0.28,0.1,0.28,0.0,0.0,0.19,0.22,0.22,0.0,0.13,0.19
4,9,2261,Zahnärzte,2,0.75,0.75,0.75,0.72,0.78,0.75,0.72,0.75,0.69,0.78,0.56,0.56,0.53,0.72,0.53,0.69,0.63,0.72,0.47,0.44,0.35,0.69,0.44,0.25,0.13,0.35,0.06,0.5,0.5,0.44,0.47,0.16,0.44,0.1,0.25,0.75,0.75,0.44,0.75,0.75,0.53,0.78,0.81,0.56,0.72,0.72,0.78,0.78,0.72,0.6,0.69,0.47,0.56,0.47,0.31,0.63,0.22,0.47,0.78,0.47,0.25,0.47,0.81,0.22,0.72,0.66,0.5,0.28,0.25,0.53,0.0,0.47,0.0,0.5,0.47,0.75,0.5,0.03,0.5,0.0,0.0,0.31,0.44,0.44,0.0,0.22,0.03
5,1,8113,Tiefbohrer und verwandte Berufe,8,0.47,0.6,0.56,0.47,0.63,0.6,0.47,0.56,0.5,0.53,0.44,0.47,0.44,0.44,0.38,0.38,0.5,0.35,0.31,0.38,0.1,0.06,0.75,0.03,0.53,0.44,0.03,0.22,0.31,0.35,0.72,0.0,0.56,0.6,0.56,0.6,0.56,0.35,0.6,0.44,0.31,0.56,0.66,0.35,0.6,0.56,0.6,0.56,0.53,0.44,0.5,0.47,0.56,0.6,0.63,0.6,0.56,0.5,0.69,0.63,0.44,0.66,0.56,0.6,0.69,0.75,0.56,0.63,0.66,0.53,0.47,0.63,0.06,0.41,0.44,0.72,0.63,0.06,0.35,0.25,0.35,0.53,0.69,0.56,0.35,0.41,0.53
3,3,3355,Polizeikommissare und Kriminalbeamte,3,0.72,0.81,0.85,0.72,0.78,0.6,0.5,0.72,0.63,0.69,0.6,0.47,0.44,0.63,0.5,0.53,0.41,0.63,0.41,0.47,0.16,0.22,0.38,0.16,0.0,0.13,0.0,0.19,0.22,0.31,0.35,0.19,0.31,0.0,0.25,0.78,0.85,0.47,0.72,0.75,0.53,0.72,0.78,0.6,0.56,0.72,0.78,0.85,0.72,0.69,0.66,0.56,0.47,0.66,0.41,0.66,0.28,0.6,0.38,0.47,0.31,0.31,0.31,0.25,0.38,0.44,0.56,0.31,0.38,0.38,0.28,0.31,0.38,0.35,0.31,0.35,0.41,0.1,0.38,0.35,0.41,0.38,0.41,0.41,0.28,0.38,0.38
3,6,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.53,0.6,0.56,0.53,0.53,0.53,0.5,0.53,0.5,0.53,0.53,0.53,0.53,0.53,0.47,0.47,0.44,0.53,0.44,0.44,0.31,0.25,0.44,0.19,0.0,0.0,0.0,0.28,0.28,0.47,0.28,0.13,0.47,0.0,0.25,0.69,0.69,0.28,0.56,0.56,0.5,0.56,0.56,0.53,0.47,0.53,0.63,0.56,0.53,0.53,0.53,0.44,0.47,0.47,0.35,0.5,0.22,0.35,0.41,0.44,0.25,0.31,0.44,0.25,0.41,0.28,0.44,0.28,0.28,0.44,0.06,0.35,0.1,0.47,0.28,0.31,0.28,0.0,0.47,0.06,0.1,0.22,0.22,0.25,0.03,0.1,0.16
3,6,3211,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte,3,0.69,0.69,0.72,0.69,0.63,0.63,0.6,0.53,0.56,0.53,0.56,0.5,0.5,0.6,0.38,0.5,0.44,0.53,0.35,0.28,0.25,0.56,0.53,0.25,0.41,0.31,0.0,0.19,0.22,0.28,0.53,0.06,0.44,0.28,0.31,0.72,0.75,0.35,0.66,0.72,0.5,0.72,0.72,0.5,0.5,0.63,0.6,0.63,0.53,0.69,0.53,0.47,0.5,0.47,0.44,0.6,0.31,0.5,0.63,0.38,0.28,0.44,0.5,0.22,0.5,0.5,0.5,0.35,0.31,0.47,0.0,0.47,0.0,0.28,0.25,0.63,0.41,0.0,0.31,0.0,0.0,0.28,0.31,0.38,0.0,0.0,0.22
4,4,2265,Diätologen und Ernährungsberater,2,0.75,0.75,0.75,0.75,0.75,0.72,0.56,0.72,0.69,0.75,0.72,0.69,0.69,0.66,0.53,0.6,0.47,0.72,0.53,0.56,0.53,0.56,0.22,0.19,0.0,0.0,0.0,0.44,0.44,0.5,0.0,0.19,0.47,0.0,0.13,0.75,0.75,0.44,0.75,0.75,0.63,0.6,0.75,0.53,0.5,0.66,0.75,0.75,0.69,0.75,0.72,0.41,0.38,0.44,0.19,0.47,0.0,0.31,0.0,0.28,0.03,0.03,0.22,0.0,0.06,0.0,0.47,0.0,0.03,0.35,0.0,0.19,0.0,0.5,0.1,0.0,0.16,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
5,3,9412,Hilfsköche und Küchengehilfen,9,0.25,0.44,0.44,0.41,0.41,0.41,0.47,0.28,0.44,0.38,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.31,0.25,0.25,0.03,0.0,0.44,0.03,0.28,0.25,0.0,0.19,0.22,0.25,0.44,0.0,0.41,0.25,0.25,0.47,0.47,0.25,0.41,0.25,0.25,0.5,0.41,0.28,0.47,0.47,0.25,0.25,0.47,0.25,0.41,0.25,0.28,0.41,0.5,0.25,0.41,0.25,0.53,0.25,0.28,0.5,0.53,0.25,0.66,0.5,0.28,0.41,0.47,0.28,0.25,0.25,0.13,0.25,0.19,0.47,0.28,0.03,0.25,0.25,0.25,0.38,0.28,0.25,0.25,0.25,0.41
1,3,4323,Bürokräfte in der Transportwirtschaft und verwandte Berufe,4,0.69,0.75,0.75,0.53,0.53,0.72,0.69,0.53,0.72,0.53,0.53,0.44,0.44,0.5,0.41,0.44,0.35,0.53,0.47,0.44,0.16,0.03,0.25,0.16,0.0,0.0,0.0,0.19,0.22,0.28,0.06,0.1,0.25,0.0,0.16,0.75,0.75,0.41,0.75,0.66,0.44,0.69,0.66,0.47,0.56,0.75,0.69,0.5,0.53,0.66,0.5,0.47,0.31,0.47,0.16,0.44,0.0,0.47,0.19,0.38,0.03,0.0,0.41,0.0,0.25,0.0,0.47,0.0,0.0,0.19,0.0,0.31,0.0,0.31,0.13,0.25,0.16,0.0,0.31,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0
1,3,8342,"Führer von Erdbewegungs- und verwandten Maschinen, Strassenbau und Baumaschinen",8,0.38,0.47,0.47,0.44,0.5,0.47,0.44,0.44,0.5,0.5,0.28,0.35,0.35,0.38,0.31,0.31,0.41,0.28,0.28,0.28,0.19,0.06,0.63,0.19,0.38,0.44,0.0,0.19,0.22,0.25,0.69,0.0,0.38,0.38,0.47,0.47,0.47,0.25,0.5,0.35,0.25,0.56,0.56,0.35,0.53,0.5,0.44,0.41,0.5,0.35,0.41,0.38,0.44,0.56,0.47,0.47,0.28,0.28,0.6,0.5,0.31,0.28,0.53,0.28,0.6,0.69,0.47,0.31,0.47,0.38,0.38,0.53,0.06,0.25,0.35,0.75,0.63,0.03,0.25,0.19,0.31,0.44,0.6,0.47,0.22,0.41,0.31
1,3,7223,Werkzeugmaschineneinrichter und -bediener,7,0.53,0.5,0.5,0.44,0.5,0.53,0.5,0.5,0.28,0.5,0.31,0.31,0.28,0.44,0.25,0.28,0.25,0.25,0.28,0.25,0.19,0.19,0.66,0.22,0.44,0.41,0.22,0.16,0.22,0.38,0.53,0.06,0.47,0.41,0.44,0.5,0.53,0.25,0.47,0.53,0.28,0.6,0.56,0.41,0.56,0.47,0.5,0.5,0.56,0.5,0.5,0.35,0.53,0.5,0.47,0.47,0.25,0.25,0.6,0.44,0.25,0.31,0.56,0.25,0.56,0.47,0.5,0.28,0.47,0.41,0.25,0.44,0.25,0.41,0.31,0.63,0.41,0.0,0.41,0.25,0.25,0.53,0.56,0.31,0.25,0.25,0.16
5,1,5211,Verkaufsstand- und Marktverkäufer,5,0.5,0.75,0.6,0.69,0.47,0.44,0.44,0.41,0.56,0.5,0.47,0.35,0.31,0.41,0.56,0.75,0.22,0.66,0.25,0.28,0.19,0.0,0.1,0.19,0.0,0.0,0.0,0.16,0.19,0.22,0.1,0.16,0.03,0.0,0.0,0.75,0.72,0.31,0.63,0.5,0.47,0.47,0.47,0.47,0.38,0.63,0.47,0.44,0.5,0.53,0.38,0.38,0.25,0.35,0.28,0.28,0.0,0.19,0.03,0.13,0.0,0.0,0.16,0.0,0.06,0.03,0.13,0.06,0.1,0.19,0.0,0.13,0.0,0.25,0.13,0.03,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0
5,1,5212,Strassenverkäufer von Lebensmitteln,5,0.5,0.75,0.6,0.69,0.47,0.44,0.44,0.41,0.56,0.5,0.47,0.35,0.31,0.41,0.56,0.75,0.22,0.66,0.25,0.28,0.19,0.0,0.1,0.19,0.0,0.0,0.0,0.16,0.19,0.22,0.1,0.16,0.03,0.0,0.0,0.75,0.72,0.31,0.63,0.5,0.47,0.47,0.47,0.47,0.38,0.63,0.47,0.44,0.5,0.53,0.38,0.38,0.25,0.35,0.28,0.28,0.0,0.19,0.03,0.13,0.0,0.0,0.16,0.0,0.06,0.03,0.13,0.06,0.1,0.19,0.0,0.13,0.0,0.25,0.13,0.03,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0
5,1,5243,Haustürverkäufer,5,0.5,0.75,0.6,0.69,0.47,0.44,0.44,0.41,0.56,0.5,0.47,0.35,0.31,0.41,0.56,0.75,0.22,0.66,0.25,0.28,0.19,0.0,0.1,0.19,0.0,0.0,0.0,0.16,0.19,0.22,0.1,0.16,0.03,0.0,0.0,0.75,0.72,0.31,0.63,0.5,0.47,0.47,0.47,0.47,0.38,0.63,0.47,0.44,0.5,0.53,0.38,0.38,0.25,0.35,0.28,0.28,0.0,0.19,0.03,0.13,0.0,0.0,0.16,0.0,0.06,0.03,0.13,0.06,0.1,0.19,0.0,0.13,0.0,0.25,0.13,0.03,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0
5,1,9520,Strassenverkäufer (ohne Lebensmittel),9,0.5,0.75,0.6,0.69,0.47,0.44,0.44,0.41,0.56,0.5,0.47,0.35,0.31,0.41,0.56,0.75,0.22,0.66,0.25,0.28,0.19,0.0,0.1,0.19,0.0,0.0,0.0,0.16,0.19,0.22,0.1,0.16,0.03,0.0,0.0,0.75,0.72,0.31,0.63,0.5,0.47,0.47,0.47,0.47,0.38,0.63,0.47,0.44,0.5,0.53,0.38,0.38,0.25,0.35,0.28,0.28,0.0,0.19,0.03,0.13,0.0,0.0,0.16,0.0,0.06,0.03,0.13,0.06,0.1,0.19,0.0,0.13,0.0,0.25,0.13,0.03,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0
1,1,7123,"Gipser, Trockenbauer",7,0.44,0.47,0.44,0.38,0.5,0.47,0.47,0.41,0.47,0.47,0.28,0.28,0.25,0.28,0.19,0.25,0.25,0.25,0.25,0.25,0.22,0.03,0.38,0.19,0.22,0.35,0.19,0.16,0.19,0.31,0.38,0.0,0.38,0.16,0.25,0.56,0.53,0.25,0.41,0.47,0.31,0.66,0.5,0.38,0.53,0.5,0.5,0.47,0.53,0.35,0.44,0.38,0.56,0.5,0.66,0.41,0.47,0.28,0.66,0.28,0.47,0.66,0.56,0.63,0.66,0.53,0.5,0.53,0.56,0.38,0.25,0.25,0.31,0.28,0.25,0.53,0.44,0.13,0.35,0.19,0.22,0.31,0.44,0.25,0.19,0.31,0.28
4,9,2310,Universitäts- und Hochschullehrer,2,0.75,0.78,0.75,0.5,0.72,0.5,0.47,0.56,0.47,0.6,0.75,0.75,0.72,0.69,0.35,0.41,0.44,0.44,0.5,0.53,0.41,0.35,0.19,0.19,0.0,0.0,0.0,0.19,0.19,0.56,0.0,0.22,0.06,0.0,0.0,0.78,0.75,0.5,0.75,0.75,0.5,0.63,0.6,0.53,0.47,0.66,0.72,0.69,0.53,0.75,0.5,0.44,0.38,0.44,0.22,0.44,0.0,0.41,0.0,0.28,0.0,0.0,0.19,0.0,0.0,0.0,0.38,0.0,0.0,0.19,0.0,0.22,0.0,0.53,0.1,0.0,0.16,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,1341,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung,1,0.75,0.75,0.75,0.72,0.75,0.75,0.69,0.72,0.75,0.72,0.69,0.72,0.66,0.63,0.66,0.6,0.69,0.72,0.53,0.53,0.22,0.13,0.19,0.16,0.0,0.0,0.0,0.53,0.53,0.47,0.13,0.13,0.25,0.0,0.22,0.75,0.75,0.5,0.72,0.75,0.56,0.63,0.72,0.6,0.53,0.72,0.75,0.72,0.69,0.78,0.53,0.47,0.35,0.53,0.28,0.47,0.19,0.44,0.25,0.31,0.22,0.22,0.25,0.19,0.22,0.16,0.41,0.22,0.22,0.25,0.0,0.25,0.13,0.44,0.16,0.1,0.19,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,2310,Universitäts- und Hochschullehrer,2,0.81,0.91,0.78,0.56,0.69,0.72,0.63,0.69,0.5,0.53,0.75,0.78,0.78,0.75,0.47,0.47,0.44,0.5,0.53,0.53,0.41,0.25,0.06,0.16,0.0,0.0,0.0,0.22,0.28,0.28,0.0,0.13,0.06,0.0,0.0,0.85,0.78,0.41,0.85,0.78,0.53,0.72,0.69,0.53,0.47,0.72,0.72,0.72,0.53,0.78,0.53,0.28,0.28,0.44,0.22,0.28,0.0,0.28,0.19,0.22,0.03,0.0,0.22,0.0,0.19,0.0,0.28,0.0,0.0,0.19,0.0,0.19,0.0,0.28,0.1,0.13,0.1,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,1345,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens,1,0.81,0.85,0.85,0.81,0.81,0.75,0.72,0.75,0.75,0.78,0.78,0.72,0.81,0.72,0.66,0.6,0.75,0.72,0.6,0.72,0.31,0.19,0.19,0.19,0.0,0.03,0.0,0.6,0.53,0.53,0.03,0.19,0.47,0.0,0.16,0.85,0.85,0.47,0.81,0.81,0.69,0.72,0.78,0.66,0.5,0.78,0.81,0.78,0.72,0.81,0.72,0.5,0.44,0.53,0.28,0.53,0.19,0.47,0.13,0.31,0.19,0.16,0.19,0.16,0.03,0.19,0.44,0.22,0.22,0.25,0.0,0.22,0.16,0.47,0.19,0.0,0.22,0.0,0.53,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.0
4,7,1345,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens,1,0.78,0.75,0.75,0.69,0.78,0.75,0.75,0.72,0.66,0.72,0.75,0.75,0.69,0.72,0.66,0.66,0.69,0.63,0.56,0.56,0.16,0.13,0.25,0.16,0.0,0.0,0.0,0.53,0.47,0.47,0.0,0.1,0.1,0.0,0.0,0.78,0.75,0.44,0.75,0.78,0.72,0.69,0.78,0.69,0.6,0.75,0.72,0.75,0.69,0.78,0.66,0.44,0.41,0.44,0.13,0.53,0.0,0.47,0.03,0.25,0.06,0.0,0.16,0.0,0.0,0.0,0.41,0.0,0.0,0.25,0.0,0.25,0.0,0.47,0.0,0.0,0.03,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,2631,Volkswirtschaftler,2,0.78,0.75,0.75,0.47,0.78,0.53,0.5,0.72,0.5,0.75,0.75,0.63,0.53,0.72,0.35,0.5,0.41,0.5,0.6,0.56,0.44,0.25,0.16,0.1,0.0,0.0,0.0,0.22,0.22,0.78,0.0,0.25,0.06,0.0,0.0,0.75,0.75,0.44,0.75,0.78,0.53,0.6,0.72,0.72,0.47,0.6,0.75,0.75,0.5,0.75,0.56,0.25,0.31,0.38,0.06,0.47,0.0,0.35,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.41,0.0,0.0,0.25,0.0,0.25,0.0,0.6,0.03,0.0,0.19,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,7412,Automatiker und verwandte Berufe,7,0.5,0.5,0.53,0.44,0.69,0.47,0.47,0.66,0.47,0.53,0.47,0.38,0.44,0.47,0.31,0.38,0.35,0.44,0.5,0.44,0.16,0.28,0.63,0.19,0.72,0.69,0.5,0.22,0.28,0.41,0.56,0.19,0.69,0.78,0.72,0.5,0.53,0.44,0.47,0.53,0.44,0.72,0.72,0.47,0.5,0.47,0.56,0.56,0.63,0.47,0.5,0.44,0.56,0.47,0.47,0.53,0.28,0.53,0.66,0.5,0.35,0.5,0.75,0.25,0.69,0.53,0.53,0.35,0.47,0.56,0.28,0.56,0.22,0.38,0.44,0.53,0.5,0.03,0.44,0.19,0.22,0.5,0.53,0.44,0.28,0.25,0.35
1,3,8212,Berufe der Montage von elektrischen und elektronischen Geräten,8,0.56,0.47,0.5,0.41,0.5,0.53,0.47,0.41,0.5,0.53,0.47,0.38,0.28,0.41,0.28,0.28,0.31,0.31,0.35,0.31,0.16,0.22,0.53,0.19,0.31,0.31,0.28,0.13,0.19,0.28,0.47,0.06,0.47,0.31,0.38,0.53,0.63,0.25,0.47,0.53,0.28,0.75,0.5,0.41,0.47,0.5,0.5,0.53,0.56,0.44,0.47,0.28,0.53,0.44,0.44,0.38,0.19,0.28,0.6,0.38,0.22,0.31,0.69,0.16,0.6,0.5,0.47,0.22,0.44,0.5,0.03,0.31,0.03,0.25,0.28,0.5,0.31,0.0,0.25,0.03,0.0,0.28,0.31,0.25,0.1,0.13,0.16
3,2,3118,Technische Zeichner,3,0.6,0.56,0.66,0.47,0.63,0.5,0.53,0.6,0.5,0.63,0.63,0.44,0.41,0.56,0.38,0.41,0.38,0.44,0.47,0.47,0.41,0.22,0.31,0.31,0.06,0.16,0.06,0.22,0.22,0.44,0.13,0.28,0.47,0.03,0.35,0.66,0.72,0.41,0.56,0.75,0.47,0.72,0.6,0.47,0.47,0.63,0.56,0.56,0.6,0.66,0.53,0.35,0.66,0.38,0.25,0.5,0.0,0.47,0.31,0.31,0.16,0.03,0.38,0.0,0.35,0.06,0.47,0.03,0.03,0.41,0.06,0.25,0.03,0.47,0.31,0.28,0.28,0.03,0.5,0.03,0.03,0.06,0.03,0.06,0.03,0.1,0.03
