isco08,Name_de,Berufshauptgruppe,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,fo_probability,fo_computerisation
2266,Audiologen und Sprachtherapeuten,2,0.78,0.75,0.78,0.75,0.75,0.69,0.56,0.66,0.6,0.69,0.75,0.53,0.6,0.75,0.47,0.53,0.47,0.66,0.53,0.53,0.47,0.5,0.5,0.22,0.28,0.28,0.06,0.22,0.22,0.47,0.28,0.19,0.5,0.28,0.28,0.75,0.78,0.47,0.72,0.78,0.53,0.69,0.75,0.5,0.47,0.69,0.75,0.75,0.66,0.75,0.56,0.47,0.38,0.47,0.28,0.53,0.03,0.5,0.5,0.6,0.0,0.13,0.5,0.0,0.47,0.25,0.53,0.0,0.19,0.35,0.0,0.63,0.03,0.38,0.22,0.5,0.16,0.0,0.47,0.0,0.0,0.19,0.16,0.22,0.16,0.0,0.0,0.0033,na
2112,Meteorologen,2,0.78,0.75,0.75,0.56,0.75,0.53,0.53,0.72,0.53,0.72,0.75,0.53,0.56,0.72,0.5,0.5,0.47,0.53,0.6,0.47,0.44,0.75,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.5,0.03,0.25,0.22,0.0,0.0,0.81,0.81,0.44,0.75,0.81,0.5,0.72,0.72,0.56,0.5,0.72,0.72,0.72,0.69,0.75,0.6,0.47,0.41,0.5,0.19,0.6,0.0,0.44,0.16,0.25,0.06,0.0,0.25,0.0,0.16,0.0,0.47,0.0,0.0,0.47,0.0,0.25,0.0,0.5,0.06,0.16,0.25,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,na
3521,Techniker für Rundfunk und audiovisuelle Medien,3,0.63,0.53,0.53,0.5,0.63,0.69,0.5,0.56,0.53,0.5,0.53,0.47,0.44,0.5,0.38,0.41,0.47,0.53,0.5,0.47,0.28,0.0,0.63,0.25,0.35,0.44,0.38,0.22,0.25,0.25,0.5,0.25,0.47,0.31,0.44,0.72,0.69,0.28,0.53,0.63,0.47,0.75,0.69,0.47,0.53,0.53,0.6,0.56,0.69,0.63,0.53,0.5,0.5,0.53,0.28,0.53,0.22,0.31,0.53,0.53,0.25,0.31,0.5,0.22,0.5,0.31,0.5,0.28,0.28,0.56,0.03,0.56,0.16,0.31,0.28,0.53,0.28,0.0,0.28,0.03,0.0,0.28,0.28,0.19,0.16,0.1,0.0,0.6,na
7231,Kraftfahrzeugmechaniker und -schlosser,7,0.38,0.5,0.47,0.47,0.47,0.47,0.47,0.44,0.44,0.44,0.35,0.35,0.35,0.41,0.35,0.35,0.25,0.47,0.28,0.25,0.19,0.13,0.44,0.16,0.28,0.5,0.53,0.1,0.19,0.25,0.44,0.03,0.44,0.35,0.31,0.5,0.5,0.22,0.44,0.41,0.25,0.63,0.5,0.28,0.44,0.5,0.5,0.47,0.5,0.38,0.41,0.38,0.5,0.47,0.47,0.28,0.31,0.25,0.5,0.35,0.28,0.5,0.5,0.22,0.53,0.53,0.38,0.38,0.53,0.44,0.41,0.28,0.03,0.25,0.25,0.5,0.47,0.1,0.22,0.19,0.22,0.22,0.25,0.22,0.19,0.22,0.31,0.003,na
3257,Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe,3,0.72,0.72,0.72,0.5,0.75,0.6,0.56,0.6,0.47,0.56,0.66,0.47,0.47,0.53,0.47,0.47,0.44,0.5,0.5,0.47,0.41,0.47,0.69,0.16,0.47,0.44,0.0,0.13,0.19,0.31,0.5,0.1,0.69,0.47,0.56,0.72,0.75,0.31,0.69,0.72,0.47,0.75,0.78,0.5,0.56,0.63,0.75,0.78,0.63,0.66,0.56,0.5,0.6,0.6,0.31,0.56,0.25,0.44,0.5,0.53,0.25,0.31,0.47,0.28,0.5,0.44,0.6,0.25,0.25,0.53,0.25,0.53,0.1,0.35,0.25,0.53,0.41,0.0,0.38,0.25,0.25,0.28,0.31,0.25,0.25,0.25,0.16,0.029,na
7421,Elektroniker und Elektronik-Servicetechniker,7,0.56,0.6,0.6,0.47,0.69,0.53,0.53,0.63,0.5,0.56,0.56,0.47,0.41,0.5,0.35,0.47,0.41,0.44,0.5,0.47,0.31,0.47,0.69,0.22,0.72,0.5,0.44,0.13,0.19,0.28,0.38,0.16,0.69,0.72,0.72,0.63,0.69,0.35,0.53,0.72,0.47,0.69,0.69,0.47,0.5,0.53,0.66,0.66,0.69,0.66,0.5,0.41,0.56,0.47,0.35,0.47,0.25,0.31,0.6,0.35,0.25,0.31,0.66,0.25,0.56,0.44,0.5,0.25,0.28,0.5,0.13,0.47,0.13,0.31,0.25,0.6,0.25,0.0,0.38,0.13,0.13,0.25,0.28,0.28,0.13,0.16,0.0,0.003,na
9621,"Boten, Paketauslieferer und Gepäckträger",9,0.47,0.66,0.66,0.47,0.5,0.47,0.47,0.47,0.5,0.44,0.44,0.38,0.31,0.31,0.31,0.31,0.28,0.69,0.28,0.25,0.03,0.0,0.35,0.06,0.16,0.13,0.0,0.22,0.22,0.25,0.35,0.06,0.25,0.16,0.25,0.69,0.69,0.25,0.53,0.47,0.35,0.5,0.5,0.35,0.5,0.63,0.47,0.47,0.47,0.44,0.44,0.5,0.31,0.44,0.69,0.31,0.41,0.25,0.44,0.47,0.41,0.5,0.41,0.28,0.47,0.56,0.41,0.5,0.63,0.25,0.22,0.25,0.22,0.28,0.19,0.47,0.38,0.03,0.25,0.19,0.22,0.28,0.28,0.25,0.25,0.41,0.25,0.83,na
7512,"Bäcker, Konditoren und Konfektmacher",7,0.47,0.5,0.5,0.44,0.5,0.56,0.5,0.31,0.5,0.5,0.31,0.25,0.31,0.5,0.28,0.25,0.25,0.38,0.25,0.25,0.25,0.19,0.47,0.19,0.13,0.13,0.0,0.19,0.25,0.31,0.31,0.0,0.47,0.03,0.28,0.53,0.56,0.25,0.5,0.5,0.44,0.69,0.53,0.44,0.5,0.53,0.5,0.47,0.5,0.38,0.5,0.38,0.47,0.44,0.44,0.47,0.25,0.28,0.5,0.35,0.25,0.28,0.5,0.22,0.5,0.44,0.5,0.28,0.28,0.53,0.0,0.41,0.03,0.31,0.25,0.5,0.25,0.13,0.31,0.0,0.0,0.25,0.28,0.19,0.0,0.0,0.22,0.89,na
5141,Coiffeurs,5,0.44,0.53,0.6,0.53,0.47,0.47,0.41,0.31,0.38,0.5,0.25,0.16,0.22,0.38,0.25,0.31,0.25,0.53,0.19,0.16,0.28,0.06,0.25,0.13,0.25,0.22,0.0,0.19,0.25,0.22,0.22,0.0,0.22,0.22,0.25,0.56,0.66,0.25,0.53,0.44,0.38,0.66,0.5,0.44,0.53,0.56,0.47,0.44,0.44,0.31,0.31,0.44,0.5,0.28,0.5,0.25,0.16,0.22,0.72,0.25,0.31,0.31,0.6,0.16,0.6,0.35,0.25,0.28,0.22,0.38,0.0,0.19,0.06,0.22,0.31,0.5,0.28,0.03,0.19,0.0,0.0,0.1,0.13,0.06,0.0,0.0,0.0,0.11,na
4214,Inkassobeauftragte und verwandte Berufe,4,0.53,0.72,0.72,0.6,0.53,0.5,0.5,0.47,0.47,0.47,0.56,0.35,0.28,0.47,0.5,0.6,0.28,0.5,0.31,0.25,0.03,0.0,0.22,0.0,0.0,0.0,0.0,0.13,0.13,0.41,0.0,0.06,0.16,0.0,0.13,0.69,0.69,0.28,0.66,0.66,0.38,0.56,0.5,0.38,0.5,0.66,0.47,0.47,0.47,0.63,0.5,0.31,0.28,0.38,0.1,0.35,0.0,0.25,0.1,0.28,0.03,0.0,0.28,0.0,0.1,0.0,0.41,0.0,0.0,0.25,0.0,0.28,0.0,0.44,0.06,0.1,0.13,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,na
5132,Barkeeper,5,0.5,0.53,0.69,0.56,0.53,0.5,0.5,0.5,0.53,0.47,0.44,0.5,0.47,0.5,0.47,0.53,0.38,0.66,0.31,0.31,0.0,0.0,0.25,0.13,0.03,0.06,0.0,0.31,0.35,0.31,0.16,0.06,0.31,0.0,0.22,0.72,0.69,0.5,0.53,0.5,0.47,0.56,0.5,0.44,0.5,0.56,0.5,0.5,0.56,0.5,0.47,0.47,0.38,0.47,0.5,0.44,0.44,0.28,0.53,0.5,0.28,0.41,0.5,0.28,0.53,0.44,0.44,0.38,0.31,0.41,0.0,0.25,0.1,0.38,0.25,0.38,0.28,0.0,0.31,0.0,0.03,0.19,0.19,0.19,0.03,0.06,0.19,0.77,na
1321,Führungskräfte in der Produktion von Waren,1,0.72,0.66,0.69,0.6,0.72,0.69,0.63,0.6,0.66,0.63,0.63,0.56,0.6,0.56,0.5,0.53,0.72,0.56,0.56,0.5,0.28,0.5,0.5,0.22,0.13,0.06,0.0,0.5,0.44,0.5,0.53,0.28,0.41,0.03,0.31,0.75,0.78,0.41,0.72,0.75,0.53,0.63,0.69,0.53,0.63,0.66,0.69,0.63,0.53,0.69,0.53,0.56,0.44,0.53,0.35,0.56,0.19,0.47,0.44,0.44,0.16,0.22,0.31,0.22,0.35,0.28,0.56,0.25,0.25,0.5,0.16,0.41,0.13,0.47,0.38,0.35,0.28,0.0,0.53,0.0,0.0,0.35,0.35,0.13,0.0,0.03,0.03,0.03,na
3132,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen,3,0.63,0.56,0.56,0.53,0.53,0.6,0.47,0.47,0.53,0.47,0.53,0.5,0.38,0.47,0.47,0.47,0.38,0.5,0.47,0.47,0.03,0.47,0.72,0.13,0.56,0.38,0.13,0.19,0.31,0.47,0.69,0.16,0.6,0.5,0.5,0.63,0.63,0.38,0.6,0.63,0.38,0.6,0.6,0.44,0.6,0.63,0.6,0.6,0.6,0.56,0.53,0.53,0.5,0.5,0.5,0.53,0.41,0.41,0.6,0.53,0.41,0.5,0.56,0.44,0.6,0.56,0.6,0.35,0.41,0.6,0.31,0.5,0.44,0.44,0.35,0.63,0.41,0.13,0.44,0.22,0.28,0.53,0.6,0.44,0.38,0.35,0.0,0.61,na
8114,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien",8,0.63,0.56,0.56,0.53,0.53,0.6,0.47,0.47,0.53,0.47,0.53,0.5,0.38,0.47,0.47,0.47,0.38,0.5,0.47,0.47,0.03,0.47,0.72,0.13,0.56,0.38,0.13,0.19,0.31,0.47,0.69,0.16,0.6,0.5,0.5,0.63,0.63,0.38,0.6,0.63,0.38,0.6,0.6,0.44,0.6,0.63,0.6,0.6,0.6,0.56,0.53,0.53,0.5,0.5,0.5,0.53,0.41,0.41,0.6,0.53,0.41,0.5,0.56,0.44,0.6,0.56,0.6,0.35,0.41,0.6,0.31,0.5,0.44,0.44,0.35,0.63,0.41,0.13,0.44,0.22,0.28,0.53,0.6,0.44,0.38,0.35,0.0,0.83,na
2149,"Ingenieure, anderweitig nicht genannt",2,0.78,0.72,0.78,0.53,0.81,0.69,0.56,0.78,0.56,0.78,0.69,0.56,0.53,0.66,0.53,0.53,0.53,0.53,0.69,0.69,0.69,0.72,0.47,0.56,0.31,0.38,0.47,0.31,0.41,0.69,0.25,0.5,0.53,0.41,0.44,0.72,0.75,0.41,0.6,0.78,0.72,0.72,0.75,0.63,0.53,0.66,0.78,0.78,0.66,0.72,0.66,0.41,0.66,0.5,0.16,0.66,0.0,0.44,0.41,0.31,0.0,0.16,0.38,0.0,0.25,0.13,0.53,0.0,0.0,0.47,0.0,0.31,0.0,0.6,0.22,0.35,0.35,0.0,0.72,0.0,0.0,0.1,0.1,0.13,0.0,0.0,0.0,0.014,na
3314,"Statistische, mathematische und verwandte Fachkräfte",3,0.69,0.6,0.63,0.47,0.63,0.56,0.5,0.63,0.47,0.63,0.63,0.47,0.44,0.63,0.38,0.44,0.41,0.38,0.56,0.5,0.28,0.53,0.41,0.28,0.03,0.03,0.0,0.16,0.16,0.6,0.03,0.53,0.31,0.03,0.03,0.63,0.69,0.47,0.6,0.75,0.5,0.6,0.6,0.56,0.63,0.6,0.69,0.69,0.66,0.66,0.6,0.44,0.5,0.47,0.0,0.6,0.0,0.44,0.0,0.22,0.0,0.0,0.38,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,0.22,0.0,0.53,0.06,0.03,0.16,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,na
3131,Steuerer von Energieerzeugungsanlagen,3,0.5,0.5,0.5,0.44,0.53,0.6,0.5,0.5,0.5,0.53,0.5,0.44,0.5,0.5,0.44,0.41,0.28,0.44,0.44,0.44,0.28,0.31,0.75,0.22,0.5,0.44,0.03,0.22,0.25,0.44,0.72,0.19,0.5,0.44,0.44,0.5,0.5,0.38,0.5,0.56,0.44,0.72,0.69,0.44,0.53,0.47,0.56,0.53,0.6,0.5,0.47,0.5,0.53,0.53,0.38,0.47,0.28,0.44,0.53,0.5,0.25,0.35,0.47,0.28,0.5,0.56,0.56,0.31,0.44,0.53,0.25,0.5,0.13,0.31,0.35,0.69,0.44,0.0,0.31,0.25,0.25,0.53,0.56,0.44,0.28,0.25,0.31,0.64,na
7213,Blechkaltverformer,7,0.53,0.47,0.5,0.44,0.63,0.53,0.5,0.5,0.44,0.5,0.44,0.41,0.44,0.5,0.35,0.31,0.31,0.38,0.35,0.35,0.44,0.25,0.69,0.19,0.6,0.53,0.28,0.13,0.22,0.31,0.66,0.0,0.6,0.56,0.56,0.53,0.6,0.25,0.5,0.53,0.35,0.72,0.72,0.47,0.5,0.5,0.69,0.63,0.56,0.5,0.5,0.47,0.6,0.5,0.6,0.5,0.38,0.35,0.72,0.5,0.41,0.5,0.72,0.44,0.69,0.66,0.5,0.44,0.56,0.41,0.31,0.47,0.16,0.35,0.31,0.72,0.47,0.1,0.35,0.25,0.28,0.47,0.5,0.44,0.25,0.28,0.22,0.68,na
3313,Fachkräfte im Rechnungswesen,3,0.56,0.53,0.56,0.44,0.56,0.5,0.5,0.47,0.47,0.44,0.53,0.28,0.25,0.44,0.31,0.31,0.28,0.47,0.28,0.28,0.1,0.03,0.16,0.03,0.0,0.0,0.0,0.25,0.19,0.6,0.03,0.1,0.03,0.0,0.0,0.63,0.75,0.35,0.5,0.72,0.22,0.72,0.63,0.28,0.5,0.53,0.5,0.53,0.53,0.66,0.53,0.25,0.25,0.41,0.19,0.44,0.0,0.31,0.25,0.22,0.1,0.0,0.38,0.0,0.25,0.0,0.47,0.0,0.0,0.19,0.0,0.19,0.0,0.63,0.16,0.25,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,na
4311,Bürokräfte im Rechnungswesen und in der Buchhaltung,4,0.56,0.53,0.56,0.44,0.56,0.5,0.5,0.47,0.47,0.44,0.53,0.28,0.25,0.44,0.31,0.31,0.28,0.47,0.28,0.28,0.1,0.03,0.16,0.03,0.0,0.0,0.0,0.25,0.19,0.6,0.03,0.1,0.03,0.0,0.0,0.63,0.75,0.35,0.5,0.72,0.22,0.72,0.63,0.28,0.5,0.53,0.5,0.53,0.53,0.66,0.53,0.25,0.25,0.41,0.19,0.44,0.0,0.31,0.25,0.22,0.1,0.0,0.38,0.0,0.25,0.0,0.47,0.0,0.0,0.19,0.0,0.19,0.0,0.63,0.16,0.25,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,na
7112,Maurer und verwandte Berufe,7,0.44,0.5,0.5,0.44,0.53,0.5,0.5,0.47,0.53,0.47,0.31,0.31,0.28,0.47,0.31,0.38,0.31,0.31,0.28,0.25,0.28,0.19,0.5,0.16,0.25,0.41,0.03,0.22,0.25,0.47,0.41,0.0,0.5,0.25,0.25,0.5,0.5,0.25,0.47,0.5,0.41,0.69,0.53,0.31,0.5,0.47,0.5,0.5,0.56,0.31,0.5,0.47,0.66,0.5,0.75,0.47,0.5,0.28,0.69,0.41,0.66,0.72,0.56,0.53,0.69,0.66,0.47,0.5,0.69,0.47,0.28,0.41,0.28,0.47,0.25,0.5,0.44,0.22,0.44,0.25,0.25,0.31,0.47,0.28,0.25,0.28,0.28,0.82,na
8343,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen",8,0.47,0.5,0.5,0.41,0.5,0.56,0.47,0.47,0.5,0.5,0.47,0.44,0.38,0.35,0.38,0.41,0.31,0.47,0.19,0.25,0.03,0.03,0.5,0.03,0.19,0.13,0.0,0.0,0.03,0.25,0.5,0.03,0.38,0.16,0.35,0.5,0.5,0.31,0.5,0.47,0.31,0.56,0.5,0.25,0.53,0.5,0.47,0.47,0.56,0.44,0.47,0.41,0.38,0.53,0.35,0.44,0.25,0.28,0.5,0.53,0.28,0.28,0.41,0.28,0.41,0.47,0.5,0.25,0.28,0.35,0.47,0.5,0.22,0.28,0.28,0.53,0.41,0.0,0.25,0.31,0.31,0.44,0.5,0.41,0.44,0.25,0.25,0.029,na
2656,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien",2,0.75,0.91,0.75,0.63,0.69,0.56,0.6,0.5,0.5,0.56,0.56,0.35,0.28,0.56,0.47,0.47,0.28,0.5,0.28,0.28,0.25,0.0,0.31,0.1,0.16,0.16,0.0,0.13,0.13,0.22,0.31,0.06,0.28,0.16,0.16,0.97,0.75,0.5,0.91,0.75,0.66,0.56,0.53,0.63,0.56,0.72,0.6,0.6,0.53,0.72,0.5,0.5,0.25,0.35,0.28,0.31,0.0,0.5,0.31,0.38,0.13,0.16,0.31,0.0,0.31,0.16,0.28,0.0,0.13,0.31,0.13,0.22,0.13,0.22,0.13,0.35,0.13,0.0,0.19,0.13,0.13,0.25,0.25,0.19,0.16,0.16,0.0,0.067,na
4312,"Bürokräfte in der Statistik, im Finanz- und Versicherungswesen",4,0.69,0.72,0.72,0.5,0.6,0.53,0.63,0.47,0.47,0.5,0.53,0.38,0.41,0.5,0.47,0.38,0.41,0.5,0.47,0.38,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.25,0.22,0.5,0.03,0.25,0.03,0.0,0.0,0.72,0.75,0.38,0.66,0.69,0.41,0.69,0.6,0.41,0.53,0.66,0.56,0.53,0.63,0.66,0.47,0.44,0.28,0.41,0.03,0.47,0.0,0.41,0.25,0.28,0.0,0.0,0.47,0.0,0.25,0.0,0.44,0.0,0.0,0.25,0.0,0.25,0.0,0.53,0.06,0.25,0.16,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,na
1114,Leitende Bedienstete von Interessenorganisationen,1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.015,na
1213,Führungskräfte in Unternehmenspolitik und -planung,1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.25,na
1219,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, anderweitig nicht genannt",1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.015,na
1322,Führungskräfte in der Produktion im Bergbau,1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.25,na
1349,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.25,na
1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.091,na
1439,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",1,0.75,0.75,0.72,0.56,0.75,0.75,0.6,0.78,0.75,0.75,0.72,0.5,0.5,0.56,0.63,0.53,0.47,0.47,0.6,0.66,0.5,0.5,0.41,0.19,0.0,0.06,0.0,0.53,0.47,0.66,0.25,0.16,0.44,0.0,0.13,0.75,0.75,0.35,0.69,0.75,0.53,0.63,0.78,0.6,0.44,0.69,0.75,0.75,0.72,0.75,0.66,0.28,0.53,0.53,0.16,0.5,0.0,0.31,0.0,0.22,0.0,0.0,0.22,0.0,0.03,0.1,0.44,0.0,0.0,0.35,0.0,0.22,0.0,0.53,0.13,0.13,0.25,0.0,0.69,0.0,0.03,0.0,0.0,0.03,0.0,0.16,0.0,0.25,na
3323,Einkäufer,3,0.6,0.72,0.69,0.53,0.72,0.53,0.53,0.56,0.53,0.6,0.53,0.38,0.38,0.53,0.6,0.6,0.5,0.5,0.5,0.41,0.22,0.16,0.31,0.19,0.0,0.0,0.0,0.44,0.47,0.5,0.22,0.13,0.31,0.03,0.16,0.75,0.66,0.35,0.66,0.66,0.5,0.6,0.6,0.5,0.47,0.6,0.66,0.6,0.53,0.56,0.5,0.47,0.28,0.5,0.22,0.38,0.13,0.31,0.22,0.25,0.13,0.13,0.28,0.13,0.19,0.19,0.38,0.22,0.19,0.41,0.0,0.25,0.0,0.53,0.0,0.19,0.22,0.0,0.53,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.29,na
7522,Möbeltischler und verwandte Berufe,7,0.47,0.5,0.47,0.41,0.5,0.53,0.5,0.47,0.44,0.5,0.35,0.31,0.31,0.44,0.25,0.31,0.38,0.35,0.25,0.31,0.5,0.1,0.63,0.22,0.47,0.5,0.16,0.19,0.19,0.47,0.53,0.16,0.6,0.47,0.5,0.5,0.5,0.28,0.47,0.53,0.47,0.72,0.56,0.47,0.5,0.5,0.53,0.5,0.53,0.44,0.5,0.35,0.63,0.5,0.66,0.47,0.47,0.41,0.72,0.5,0.47,0.5,0.72,0.28,0.72,0.66,0.5,0.44,0.56,0.47,0.19,0.5,0.25,0.44,0.41,0.69,0.5,0.06,0.47,0.19,0.19,0.44,0.56,0.5,0.22,0.28,0.41,0.87,na
2411,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe",2,0.72,0.69,0.75,0.5,0.69,0.53,0.5,0.66,0.5,0.63,0.56,0.47,0.47,0.56,0.38,0.38,0.44,0.47,0.53,0.47,0.41,0.06,0.22,0.19,0.0,0.0,0.0,0.53,0.31,0.69,0.0,0.22,0.06,0.0,0.0,0.69,0.75,0.41,0.63,0.75,0.47,0.6,0.69,0.53,0.5,0.6,0.72,0.72,0.69,0.72,0.53,0.38,0.28,0.41,0.13,0.47,0.0,0.31,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.0,0.47,0.03,0.0,0.28,0.0,0.25,0.0,0.75,0.03,0.0,0.13,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1
7511,"Metzger, Fischhändler und -verarbeiter und verwandte Berufe",7,0.5,0.5,0.53,0.5,0.5,0.5,0.5,0.47,0.47,0.47,0.31,0.41,0.31,0.38,0.44,0.44,0.41,0.5,0.35,0.35,0.19,0.06,0.38,0.1,0.16,0.13,0.0,0.28,0.31,0.35,0.35,0.03,0.41,0.16,0.25,0.53,0.53,0.25,0.5,0.47,0.28,0.63,0.53,0.31,0.5,0.5,0.44,0.44,0.53,0.28,0.53,0.47,0.47,0.47,0.5,0.44,0.25,0.31,0.56,0.47,0.38,0.44,0.5,0.25,0.63,0.47,0.44,0.41,0.47,0.5,0.13,0.41,0.13,0.41,0.44,0.53,0.41,0.1,0.38,0.1,0.13,0.41,0.47,0.38,0.1,0.13,0.35,0.6,na
